cleaned_tweet,label
ትግራይና ህወሀት ለያይቶ ማየቱ ይሻላል ደሞ ይሄንን ክልሉን ለማጥቃት መስማማት እንዳለ አለመስማማት ሌላው ቀጣዩ ምርጫ ሚፈታው ክልሉን ለመጉዳትና ህዝቡን ለማሳቀቅ የሚደረግ ስራ መቆም አለበት,2
ይቅርታ መቀሌ ያለክ መስሎኝ,1
አንተን ቤተሰቦችሁ ወደቃሌቲ ማረሚያ ቤት ያስገባህ,0
በጎች በሚዘረፉበት አገር አንፎጋገር,0
መረጃ ለመንጋው የመጀመሪያውን የሻሪያ ፍርድ ቤት በአዋጅ ያቋቋሙት ቀዳማዊ ሀይለ ስላሴ መረጃውን ጉልጉሎ ያወጣል አቻም,1
ከምርጫ በፊት የማይታሰብ ነውእንበልና የነጃዎር ፖርቲ መንግስት ለመመስረት ወንበሮች ካጠሩት እንዷሁኑ ተንከትክቶ ከሳቀ እናየለን,1
ሳሙኤል በቃ የምትበላውን መፖሰት አስተማርክብን ጠርገው የሚበሉት መጡ,0
ለማያውቁ ሰወች እስልምና ይመስላቸዋል በጭራሽ የለውም ሰይጣናዊ ዛር አለያም አዩ ጭፋ አታላይ,0
ሰላምና ፍትህ እንኳን ለሀገር ልማት ለግለሰብም ወሳኝ ነውመንግስት ለዲሞክራስ መሰረት የሆኑትንና ዲሞክራሲን ወልደውና ደግፉው በህይወታቸው ያመጡትን የያዙትን ያቀኑትን የትግራየኦሮሞና የሲዳማ ህዝብ በተክንክ በታትክ ጠርንፎ ልማት ከንቱ,2
አማርኛ በጠገዴ ከታዳጊዎቹ ግድያ በተያያዘ የተጠረጠሩ ተይዘዋል ክትትሉ ቀጥሏል የወረዳው ፖሊስ,1
ኮምቦልቻ የሞጣ ሙስሊሞችን አስመልክቶ በኮምቦልቻ ታላቅ ሰላማዊ ሰልፍ እየተካሄደ ይገኛል,1
ዛሬ አርማጭሆ ህፃን የታገተባቸው ቤተሰቦች እንደነገሩኝ ከሆነ ከለሊት ጀምረው ለመንግስት ስልክ ቢደውሉም እስካሁን አንድም የመንግስት የፀጥታ አካል አልደረሰላቸውም,1
ያልተረጋጋች ሀገር ምርጫ አያስፈልጋትም,0
ይሄ የምታዩት ተራራና ሸለቆ በሙሉ እርሻቸው እህል ተሰብስቦ ጎተራ በገባበትና መሬቱ ረፍት በነበረበት ወቅት የሄድኩትየአካባቢው ሰው በመንገድ ሲያልፍ ነዋሪውን ሰላም የሚለው እንዲህ አጎቴ ድምፃቸውን አርገው,1
አሜን በረከታቸው ይድረሰን,2
ኑ ሰፈር እቺን አስገራሚ መኪና ወ ቤት ላሳያችሁ,1
ከተባለማ የብሄር ፌደራሊዝምን ማጥፋት ያሬድ ያለው ነገር ያለውን ህገ መንግስት በማክበር የአማራን ክልል የሚያክል የለም ለማለት ዘነዘናውን የዞ የሚነሳው በአማራው,1
እንኳን አደረሰህ ከነመላው ቤተሰብህ እሴኬው ውድ የኢትዬጲያ ልጅ,1
ያሉትም ያው ባክህ ተቀየረ መሪው ያለውን አሜን እያለ የሚቀጥል ካድሬ መሪው ደግሞ ከእኔ በላይ አዋቂ የሚል ቱልቱላ,0
ወይኔ ቁርጭምጭሚቱ ሲያምር በጌታ የምትል ልብ አድርቅ ትጥፋ,1
በምን ይገለፃል የትውልዴ አበሳ ከመንበርከክ ብዛት መራመድ የረሳ ያልፋል ተለጉሞ ያልፋል ተከርችሞ የጉልበቱን ኮቴ ምድር አትሞ በስ,1
ባክሽ ፒፕሉ ሲያሽቋልጥ ባለፈውሳምንት ፍትህ ለቀይ ቀለም እሲኪያስብል ቀይ ለብሶ ህዝቤ ሶሻል ሚዲያውን አጨናነቀው ደሞ ይሄ ሸዋ,0
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ኢትዮጵያ ከቀበሌ ሊቀመንበር ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ፍትህ ለስዳማ ምሁራን ወር ሙሉ ያለጥፋታቸው ለታሰሩት,0
ደደቡ አረፋው የኢትዮጵያው ጠሚ አብዪ ከኤርትራው አያቶላህ ኢሰያስ የወሰደው ምክር እየተጋለጠ ጀዝባና አረፋ አብዪ የአለም ማሰብን ያታለለ መስሎታል,0
ኤክሳይስዝ ታክስኤክሳይዝስታክስ ማለት ነውአማርኛውን በወጉ ለማይናገር ህዝብ,1
እንደዚ ተረት ተረት አለ በኢትዮጵያ ያሳፍራል,0
ሰላም ይብዛልን,2
ለቤት ተቆራጭ ብዙ ታማኝነት ሉላችይ ርገናመ ስንያቢ ደህ ምኙገላአ ትነይባቀተ ፍገደመበ ታጦስ ንተንአየ ልቭፓ ርተክዶ,1
የብዙ ነገሮችን ሀቅ እንጠብቅ እናውቅ ነገር የቸገረን የአላህን ሀቅ አለመጠበቃችንና አለማወቃችን,2
ኢትዮጵያዬ ያበራችበት ቀን ደጋጓቹ ፀጋ ዘአብ እግዚሀርያ የወንጌል ገበሬ ፃድቅ ንፁህ የጠራ የተፈተነ ተጋድሎው ያማረ ፍሬ ለአለም ያበረከቱበት ልዩ ቀን,2
የመኪና አደጋን ለመከላከል አዲስ እይታና አቀራረብ ያስፈልገናል የመኪና አደጋ ዜጎቻችንን እየበላ ዛሬ በደህና ከቤታችን ወጠን በጤና ስለመመለሳችን አብዝተን የምንጨነቅበት ወቅት,1
ወንድሞች ሆይ እውነተኛ የሆነውን ነገር ጭምትነት ያለበትን ነገር ፅድቅ የሆነውን ነገር ንፁህ የሆነውን ነገር ፍቅር ያለበትን ነገር መልካም ወሬ ያለበትን ነገር በጎነ,2
ትዊተር ላይክና ሪትዊትን ገንዘብ በመቀየር የካምፔይናችን ተሳታፊ እንዲሆን ካልጠየቅን በስተቀር ሁኔታው አባሆይ ጋሪያን የመግፋት እየከበደ,1
የሰው ልጅ የመስከንን ጥቅም ከቡና መማር አለበት,2
ሀገራችን ለዚህ መብቃቶ ያሰደሰታል እግዚአብሄር ይመሰገን አሜን,1
ምክትል ከንቲባ ታከለ ኡማ በቢሮዎችና ማዘጋጃ ቤት ስር የሆኑ ተቋማትን ተጠሪነት እያዞሩ የአለም ባንክና የከተማ ልማትና ቤቶች ሚኒስቴር ድርጊቱን ተቃውመዋል,0
ቢኒ በድፍኑ አደረግሽቅው እኮ የተናገረው ምንድነው,1
በሊቢያ በጦር ማሰልጠኛ ተቋም በደረሰ ጥቃት ሰዎች ተገደሉ,0
ድርጅቱ ከተቋቋመው አላማ ውጪ እየተንቀሳቀሰ የሚል ዜና እንዳንሰማ እኝህ የምያክል ጉመት ፖለቲከኛና የኢትዮጵያዊያን ህዝብ ተወዳጅ ከነፍሰበላው ጃዎር ይመሰጥራልበነፍስ ማጥፉት ሴራ ማለት አዋሽ ባንክ ተበላ,0
የሚገርመኝ አቢ ንፁህ ሰብአዊና ደሞክራስያዊ ሰው የሚናገረውታድያ ለኢሳይያስ ምኑን ወዶለት ይህን ያክል ፍቅርን አክብሮት የሚያሳየውኢሳይያስኮ ደሞክራሲ የማይፈልግ አምባገነን ጨቋኝ መሪ,1
የአማራ መገናኛ ብዙሀን ዛሬ አክሱም ማለት አገውኛ ትርጉሙም ውሀ ሹም ማለት አለ አሉ አማራ መገናኛ ብዙሀን ማለት ጉራጊኛ ትርጉሙም በያይነቱ ማለት,1
ለመጀመሪያ ግዜ አርብ የሚመስል ሰኞ ዛሬ አየሁ,1
ትለያለህ እኮ እግዚአብሄር አንተን የኢትዮጵያ ጠቅላይ ሚኒስትር ያርግልኝ,2
የመጀመሪያ ትግል ሲጠንቀቅ በሰላም ቤቱ የገባ ቄሮ አለ የሚባለው በምክንያት ዛሬ በምትነግሰው አክሱም ፂዮን ማሪያም ክብረበአል እየጨፈረ ታቦት ያስገባ ደጉና ሀገሩን የሚወድ ቄሮ እንዳለ ለአለም አስመስክሯል,1
ኤችአይቪ በኢትዮጵያ ከሶስት ክልሎች ውጪ በወረርሽኝ ደረጃ ያለው,1
የገዛ ሀገሩን ጠላት የሚያጠቃን መደዴ ጀግና ሲያንቆለጳጵስ እየዋለ ሏላዊነት ይነካል ብሎ ሊመፃደቅ ይዳዳዋል ስለሀገርህ ሏላዊነት አንድነት በተቆረቆርክ,1
በውጭ ያሉ የሀበሻ ልጆች,2
ዘገዩ ጋሼ ሀሀሀ ማድረጉ ይቅርና ባለማቃጠል ከተባበራችሁን በቂያችን በነገራችን እናመሰግናለን ሙስሊሙን ጠንካሮች ስላደረጋችሁን,2
ከዩንቨርስቲዎቻችን የጀመርናቸው ዎርክሾፖችና ዌብናሮችን ተባብረን ብናጠናክራቸው ተጨባጭ ውጤት በእምርታ እንቀዳጃለን,2
የእምዬ እንኳን ጣይቱዬን የምድሪቷን አፈር የማላስነካ የአሉላ መንፈስ የሰረፀኝ ዘራፍ የምል ለሀገሬ ልጅ የገብርዬ የባልቻ ልጂት የኔ ወግድ ነጫጭባ እትትትትት እንዳይሉ ኖችዬ,1
እንደሱማ ከሆነ እናንተም ቦታ ላይኖራችሁ,0
ለሶስተኛው የአለም ጦርነት እራስሽን አዘጋጅ አልሰማሁም እንዳትይ,0
በዚ ዘመን ሰዉ ከገንክ ሚቆመዉ ለፎቶ ቢቻ ቢገኝም ከጎንክ ሚቆመዉም ከስንት አንዱ,0
የግል ቢሆን ኖሮ ተደራድረው በሚያዋጣቸው ዋጋ ይሸጡ,0
እግዚአብሄር ይስጥልን መልካም በአል,2
በሙስሊሙ የአብይ አህመድ አቋም በዚህ ከቀጠለ እመኑኝ ወያኔ የገባችበት ቅርቃር መግባቱ የማይቀር,0
ታከለ ኡማ የአዲስ አበባ መሬትን በራሳቸው ፍቃድ ከቦታው እየተገኙ የእጅ ስልካቸውን ለባለ ሀብቶች በመስጠት ችግር ሲፈጠር ከጥታ ለሳቸው እንዲደወል በማድረግ እየሰሩ ብዙ አሳማኝ መረጃዎች ይሰማሉ,2
መደመር የተንፈራጠጠ ሀሳብ ፕሮፌሰር መስፍን ወልደማርያም,0
በመሆኑም በአጭሩ የተጠቀሰው የብክነት አድራሻ ሌሎች ማለትም ከቆጣሪ ንባብ ሌሎች ሳይንትፊክ የብክነት መለያ ቢኖሩም በዋናነት የሚጠቀሱትበከተሞች ለዉሰጥ በሚዘረጉ የማይታይ የውሀ ብክነቶች ይጠቀሳሉ,1
የአባቷ አመሰግናለሁ,2
እንኳን ደስ አለዎት ውድ ጠቅላይ ሚኒስትሪያችን እግዚአብሄር በመገኘቱ ይባርክዎት ነገዎትን በብርሀኑ ያብራው በሰለሞን ጥበብ ይባርክዎት አሜን,1
እንዳንተ ያሉ በጋዜጠኛ ስም የሚሸረሙጡ ሴሌክቲቭ አታካቸውን ስንመለከት ለአገርና ሳይሆን ለጥቅም አሽከርነት የቆማቹ ህሊናቢስ እንደሆናቹ እንረዳለን እዚያዉ ካምፕሽ ጀዌር ፀጋዬ አርአርሳ ገቢሳና ግሙን ጉተማ ተናግረሽ ታውቂያለሽ አስመሳይ,0
በመጭው ምርጫ በአማራ ክልል ያሸንፋል ሸር በማደግ የተሻለ ድምፅ ያጋሩ,1
ከረዩ አርጎባና አፋር ለነብስ የሚፈላለጉት አቅም ያለው ላጥ ያደርጋል የተመቸው አጋጣሚውን ተጠቅሞ ይድጣል ከረዩ አጉል አስቸጋሪ ፈታ ብሎ አርጎባ ድረስ እየሄደ እየነጠቀ ግመል እየወሰደ,1
እየዋሸ ግልፅ ጥያቄው ያክል የሚለው,1
ወልቂጤ ከተማ የስድስተኛ ሳምንት ጨዋታውን በሜዳው ያከናውናል,1
እሺ ስድቡ ይቅር እንነጋገር,2
ድል ለዴሞክራሲ,2
መልካም ዜና ደቡብ አፍሪካ ለተጨማሪ የላብራቶሪ ምርመራ የተላኩት የአራቱ ተጠርጣሪዎች ውጤት ከኖቭል ኮሮና ቫይረስ ነፃ መሆናቸው ተረጋግጧል,2
የድሬዳዋ ሀገረ ስብከት የጅቡቲ አብያተ ክርስቲያናት ሊቀ ጳጳስ ብፁእ አቡነ ዳንኤል አረፉ,1
ጠሚር አብይ አህመድ በሚታሙባቸው ሁለት ነገሮች ደጋግመው ሲናገሩ ሰማሁ እውነትና እውቀት ንኛ ክፍል ሳያጠናቅቅ ዶክትሬት በቆረጣ ያገኘ የራሱን ኢታማዦር ሹም በሻጥር የገደለ ሰው,1
ራስን የማግሰፍ ስልት ከልክ ስያልፍ ዉሸት መሆኑ ይታወቃልእኔ የላቀ ሀሳብ ያለዉ ማለት በራሱ አምባገንነት ነዉየሚያገዳድልም የመንግስት ጀሌና ወያኔ ናቸዉአዉንም የሚንኖረዉ በጥበብ ነዉጉልቻ መቀያየር ወጥ አያጣፍጥም,0
ኢዜማ በታክሲ አካባቢ የሚደርጉ የሴቶች ለከፉ አሳስቦኛል እያለ መሆኑ ተነገር አክሎም ብልፅግና ፓርቲ ለከፋው እንዲሻሻል የሚያደርገውን ጥረት ማድነቁን ገልፇል ይሄው ኢዜማ የቁጭ ብሉ ፖለቲከኞች,1
በአንድ አገር የሚነሳ የብሄር ጥያቄ በብሄር ድርጅት ሳይሆን በህብረ ብሄር ድርጅት መልስ ሊያገኝ ይችላል አብዛኛው የብሄር ድርጅቶች ጥያቄውን ከመመለስ በጥያቄው መነገድ ይቀናቸዋል,0
የእኔንም የህይወት ታሪክ አንዳንድ ሰዎች ባለማወቅና በመሳሳት በምቀኝነት እውነት አስመስለው ፅፈው ሌሎችን እንዲመስላቸው ለማድረግ ቢፈትኑ የውነተኛውን ነገር ከስፍራው,1
ወሮ ሰናይት ነውረኛ ሴት መማር ትውልድ መግደል ከሆነ ባትፈጠሪ ይሻልሽ አንቺ ወልደሽ ዘር ተክተሻል የሰው ልጆች ዘር ሳይተኩ እንዲጠፉ እየሰራሽ ባለሽው ወንጀል ፈጣሪ የስራሽን ይስጥሽ,2
የስኳርና የግፊት መደሀኒት ሲበዛ እንዲህ የሚያደርጋቸው ዳኒ ምስኪን,1
ስለምንድነው ይህን የምትዘከዝኩት,1
የኢትዮጵያ ቴአትር ስነፅሁፍ ታሪክ ከልደቱ እድገቱ ቅፅ መፅሀፍ ምርቃት ኢትዮጵያ ሆቴል አዲስ አበባ የመፅሀፉ የፊት ሽፋን አመተ ምሀረቱን ልብ ይሏል,1
አዲሱ ኤክሳይስ ታክስ ከውጭ በሚገቡ መኪኖች ለመጣል አቅዷል አመት ያገለገሉ አመት ያገለገሉ አመት ያገለገሉ,1
የኛ ሰው ከእውቀት ነፃ ሀገራችንን ከሚመራው ሰው ጀምሮ ማጂን በግል እሰከ ድረስ አንደሚያውቃት ሰው መናገር የምችለው በራሷ የምትተማመን ልጅ እናም ያጋጠማትን ተመርኩዛ እንደፃፈች ጥርጥር የለውም,0
ህወሀት ከበላይ በእግዚአብሄር በሚያምን ማሀበረሰብ ሆና ግራ እጃቸውን በሚያወጡ ብሄርተኛ ግራ አክራሪዎች መመራቷ እስከሙዜም ድረስ ከማድረስ ውጪ ያደርሳታል,1
ነህ ያው ክልሌ ዞኔ ምናምን እያሉ አድገውኮ ዩኒቨርሲቲ ሲሄዱ ችግር የሚፈጥሩት የታምራት ሀሳብ ከሀገርና ከአህጉር የሰፋ ስለሆነ ሆነባቸውና,0
አመት የሞላኝ ሰዉ ዲሞክራሲያዊ መብቴን ተጠቅሜ እምቡር እምቡር ማለት መብቴ,0
ባሳለፍነው አርብ በኦሮሚያ ክልል ቄለም ወለጋ ዞን ሰዮ ወረዳ ጉቴ ሰዮማ ቀበሌ በሚኖሩ የአማራ ተወላጆች ታጣቂዎች ሰዎች መግደላቸውን ሸሽስተው ደንቢዶሎ ከተማ የመጡ ነዋሪዎች ተናገሩታጣቂዎቹ ሴቶችን አፍነው ወስዷል,0
የምስራቅ ጎጃም ዞን ገቢዎች መምሪያ የገቢ አሰባሰብ,1
ፍላጎታችንኮ ገደብ አጣ ለእግዜርም አልተመቸን,0
ጀንጅኜ አሳምኛታለው ብለህ በቃ ይቺንማ ለትዳር ብለህ ባለህ ስትንከባከባት ቆይተህ መሀል ቀን እንዲህ ትልሀለች ቆይ ከሁለታችን ቀድሞ የሚያገባ ይመስልሀል,1
ለሀግም ለሀንግም ተመሳሳይ ምላሽ የሚሰጥ ብዙሀን የተፈጠረው ከመቼ ጀምሮ,1
አማርኛ እባክዎ ከእኔ ይስማሙ,2
ከተከተሉ አይቀርማ መጨረሻው,2
የውብዳርዬ እንኳን እግዜር አተረፈሽ የኔ ቆንጆ,2
ምንም አልገረመኝም ፖለቲካ ፓለቲካ እምነቱን ጌእዝን ኦሮሞዎቹ ሲኮንኑ ቤተክርስቲያን ሲያቃጥሉ ከሀናት ሲታረዱ የትግሬ አክቲቪስትነ የሚሉት ከኦሮሞዉ ወግ ይሄንን የፈረደበት አማራ መኮነናቸዉ,1
የወላይታ ሶዶ ዩኒቨርሲቲ ማስተማሪያና ሪፌራል ሆስፒታል አጠቃላይ ሆስፒታል ግንባታ ዲዛይን ምክክር መድረክ,1
