tweet,sentiment
ብልፅግና ወደ ብልግና? https://t.co/kLnd2P7NQA,neutral
የቆሸሸ ሟች ለመደበቅ እዚያ እንደቆሙ አውቃለሁ https://t.co/nCN0K5zNF5,negative
"በምዕራብ ኦሮሚያ በሚገኙ በሁለቱ የወለጋ ዞኖች (ምስራቅ ወለጋና ሆሮ ጉዱሩ ወለጋ ዞኖች) የኢንተርኔት እና የስልክ አገልግሎት መቋረጡን የአካባቢው ነዋሪዎች ተናገሩ።

https://t.co/Br8zazQVrW

Via BBC News Amharic https://t.co/ZL4l9AUrPH",negative
"ጥር 21፣2012

በኮሮና ቫይረስ ተጠርጥሮ ለተጨማሪ የላብራቶሪ ምርመራ ወደ ደቡብ አፍሪካ ተልኮ የነበረው የ4 ዜጎች ናሙና ከቫይረሱ ነጻ መሆኑን የጤና ሚኒስቴር ሚንስትር ዲኤታ @lia_tadesse ተናገሩ። 

#ShegerWerewoch #Ethiopia #CoronaVirus #ኮሮና_ቫይረስ",positive
"ሽሮ ፍትፍት 😍😘
     ለሚያስፈልገው ሁሉ😊😊 https://t.co/mTago7jO5c",neutral
"#አቡነ_መርቆሪዎስ ከ28 አመት በኋላ ለመጀመሪያ ጊዜ ተናገሩ ። 

ለሃያ ስምንት አመታት  አንዳችም ቃል ከአፋቸው ሳይወጣ የቆዩት አቡነ መርቆሪዎስ የገናን በአል ምክንያት በማድረግ  ለመጀመሪያ ጊዜ"" #እግዚያብሄር_ይባርካችሁ ""የሚል ቃል ተናግረዋል ። https://t.co/uGfUGuV7eD",neutral
"@AtnafB እንዲህም ማለት ይቻላል:
   
        ጔደኛየ አብርሃም ቢያይህ "" አንተን ተጨቁነህ ያልነበርከውን ጨቌኘህ ለካስ ጭቁን ነበርኩ"" ብለህ እንድታስብ ያደረገህ መሆኑን ያብራራልህ ነበር!!",neutral
"የ2012 ምርጫ የጊዜ ሰሌዳን አስመልክቶ በቦርዱ ሰብሳቢ ወ/ሪት ብርትኳን ሚዴቅሳ የቀረበ ገለጻ፡-
የምርጫ ቀኑን የተወሰነው ሕገመንግስቱን መሰረት ባደረገ መልኩ ነው፡፡ ሕገመንግስታችን አንቀጽ 58 ንዑስ አንቀጽ 2 እንዳስቀመጠው፦",positive
አንዳንድ ሰዎች ሥሥ ብልት እየመረጡ የህዝቡን ትኩረት ለመሳብ የሚያደረጉት ሁኔታ መንግስት ትኩረት ሰጥቶ አደብ ማስገባት ካልቻለ አሳሳቢ ነው!,mixed
"እኛ ሁሉንም ነገር ሰበብ እናደርጋለን ፤ ጎረቤቶች ውስጥ ፣ ምንም; ውድ ሆነን ለመሸጥ እና ርካሽ ለመግዛት እንፈልጋለን ፡፡
ሳን ፍራንሲስኮ ዴ ሽያጭ",neutral
@woldeyes_t ኣይይይ: መሬት ያለው ሰው ኣለ ይላሉ ኣማራ:: ኣዲስ-ኣበባ ያለ መንግሥት ከኣሥመራ ትእዛዝ እንደሚቀበል እስቲ ንገሩት ለዚህ ሰውየ:: ለክፋት ከሆነ እማ: ሻዕብያ ክናንተ ይብሳል: በዓንቀፅ 39: 39 ሃገራት ነው የሚሰጥክ:: ኣርፈህ ተቀመጥ::,neutral
@ZemenuYA አጭበርብሮም ቢሆን ማሸነፍ አለበት!,mixed
"ሲጀመር ሌሎችሁን ሲሰድቡ እንጂ እኛ እንዲህ እይነት ማስተካከያ እናደርጋለን አላሉም: ግን እሺ ይሁን, ሶ What’s next for ህውሐት? I mean the grounds have changed, ብሔራዊ ፓርቲ ካላቋቋሙ በስተቀር, በዘር ፖለቲካ ይቀጥላሉ ማለት... https://t.co/AjkDKP29tM",mixed
"አንዳንድ  "" ሰዎች""  ኢንሻላህ ኢራን አሜሪካን  እንደምታሸንፍ  አስረግጠው  ሲበጠረቁ እያዬሁ ነው ። 
-
-
ሐይማኖትና ጎሰኝነትኮ ሃቅን ለመድፈን ተወዳዳሪ  የላቸውም።",negative
@summer201023 አየህ ችግሩ እዚህ ላይ ነው እንዳንተ አይነቶቹ ግለሰብ አምላኪዎች ሎጂክ ስለማይገባችሁ ሰዎችን በሃሳብ ከሞሞገት ይልቅ ፍረጃ ይቀድማችኋል።,mixed
@ChobinaAtlas @eskinder_nega ደግ አደረገችህ ምን ብለህ አፍህን ከፍተህ ነው,negative
@daddydripping @stopthehorny ቀኑን እገዛለሁ ፡፡ በማንኛውም ደቂቃ አሁን ደም ተፍስሶ የተወሰደው ደም የአትክልቶችዎን አፈር ያፈሳል እንዲሁም ቤትዎን ያጥለቀልቀዋል። የተቃወሙትን የንጹሃን አማኞች ደም ይነቃሉ ፡፡ ሞት ይመጣል ግን ወደ ሌላኛው ሕይወት አያልፉም ፡፡ https://t.co/bdJOX0F2U4,mixed
@tiletsige27 አትሌት ኃይሌ በጣም ጠቃሚ ነገሮችን በሃገራችን እየሰራ ነው እጅግ ሊደነቅ ይገባል! (እስቲ እኔና ኃይሌ መቶ ሜትር እንሩጥና ካሸነፍኩ አንድ መኪና ለኔ ጀባ  ይበሉኝ! ),positive
የብልፅግና ፓርቲ እና የአዲስ አበባ የንግድ ማህበረሰብ ውይይት https://t.co/kFoC9x8w8B,neutral
"መንግስት ስለ ዲሞክራሲ ሲቀደድልህ አትስማው። የሚያደርገውን ነገር በደንብ ተከታተል። ያኔ ዓላማው ይገለጥልሃል።

የሃሳብ ነፃነትን የሚከለክል መንግስት ስለ ብልፅግና ቢያወራህ እንኳን ""ፅ""ን ከመሀል እያወጣህ ስማው።
ትክክለኛ ማንነቱ ያ ነው!🤷‍♂️ https://t.co/3LPmmxGlIj",negative
@ETHZema ኢ ዜ ማ  ደስይለኝ ነበር  እንደ ሀሳባቹህ እንድ ዜጋ ቢሆንልን  ይሄ የዘር ፓለቲካ ጠፍቶ ለምለሚትዋ ኢትዩጽያ ብንእይ ጥሩ ነበር ። እኛ ናቅፋ ፣ ሰሓል የኤርትራ በረሀ  ለኢትዪጽያችን ነው የወደቅ ነው። ስላም ለኢትዪጵያ።,mixed
"@Tseday 1ዷ ብቻ  ባዮሎጂካል ሴትናት

..አንዷ ብቻ",mixed
"ፈጣሪ  በ ሬጌ  ሙዚቃ  ሆን ብሎ  
የቀጣን  እኮ   እዮብ መኮንንን ወደራሱ  የወሰደብን  ቀን  ነው",neutral
@AbiyAhmedAli እጅግ በጣም የሚስደስት ነው በእውነት ቡዙዎች መነፅራቸውን ብያስተካክሉ መልካም ነው,positive
"""ካቀድነው በላይ ታጋች ያሥፈታን ቢሆንም ከእቅዳችን ጋ ይሠናሠል ዘንድ አንዳንዶቹን መልሠን ለአጋቾቹ ሠጥተናል!"" ወይዘሮ ንጉሡ ጥላሁን!
••• !
:D :D :D !",negative
@EliasMeseret ጉዳዩ አገር ሰላም ብሎ የተቀመጠን ህዝብ ለበቀል እና የርስበርስ ጦርነት የሚቀሰቅስ ነው።,negative
@getachew_GKiros @DrMehari @AbiyAhmedAli ያየሰው ሺመልስ ላይ የደረሰው ነገር ያሳዝናል። በቃል ኣላምረውም ላይም በኮ/ን ሃላፊው ንጉሱ ጥላሁ በኩል የግድያ ማስፈራሪያ እንደደረሰበት ታውቀዋል። የኣብይ ኣህመድ መንግስት ወደ ፍጹም ኣፋኝነት ተሸጋግረዋል። ያየሰው የሸዋ ሰው ነው።,negative
@DBLaeke @maraki_abebaw መጋኛ ይምታው!,negative
"@fitse_t እኛ እንኳ እያየን ብዙ ነገሮች ተቀይረዋል...
መልካም አዲስ አመት ፍፄ!",positive
@ashenafid @sitinanu ጉዳዩ ስለ ሙስና ነው:: እያንዳንዱ ሰው ሙስና ይጠይቃል ማለት አይደለም:: ባንተ ስላልደረሰ የለም አይባልም::,negative
እንደዚህ ሰው ትራምፕን ጥብጥቢ የተጫወተበት የለም https://t.co/ioCPXDhW0v,neutral
@AbiyAhmedAli የወላይታ ሊቃውንት እና አክቲቪስት ነን ባዮች ከህወሓት ጋር የሚያደርጉትን ግኑኝነት ባልደግፈውም አልቃወምም። ምክኒያቱም ዋስትና ፍለጋ ሰው ሴጣን ጋር ሌሄድ ይችላልና።,neutral
''ብልፅግና ፓርቲ አዲስ ፓርቲ እንጂ የኢሕአዴግ ውህድ አይደለም'' ኦቦ በቀለ ገርባ ለ ኦ ኤም ኤን የሰጡት አስተያየት https://t.co/59ZyLVi5jJ,negative
"@finfinne6 @yon3TR ቤሄሩን ስደግፍ ሌላዉን ጥሎ አይደለም 
ሁሉን ባንድ ማየት ከቻለ ብቻ ነዉ",neutral
"“ጉራጌን ስትፍቀው ብትውል ጠንካራና ታታሪ ኢትዮጵያዊ ነው የሚወጣው” 
💚💛❤️ #Ethiopiatikdem https://t.co/FqUbSG10w4",neutral
@Gfasil በ3ኛ አካል ይጣራል የንተ መደሰት እንድንጠራጠር አርጎናል,negative
@ObangMetho ነጻ ለመሆን መጀመርያ የነጻነት ትርጉምን መረዳት ወሳኝ ነው,neutral
"«ባሐሩን የምታደፈርስ መስሏት አሞራ አለማወቋ እና ለውንብዳናዋ ትልቅ ባህር ላይ ትሸናለች እንጂ የሷ ሽንት ትልቁን ባህር የማደፍረስ አቅም የለውም» 
አቦ ለማ መገርሳ 
በሰላም አሜሪካ ገብተዋል!",negative
ቆይ ወንዶች ለበዓል ምንድነው የሚለብሱት? አቦ አስቀናችሁኝ... እኔም ሀበሻ ቀሚስ ልግዛ እንዴ?,neutral
"@eskinder_nega በትክክል ለአዲስአበቤዎች የቆመ ፖርቲ 
ባልደራስ ለእውነተኛ ዲሞክራሲ ✊🏾✊🏾
ድል ለዲሞክራሲ ✊🏾✊🏾✊🏾✊🏾💚💛❤️ 
ድል  ለኢትዮጵያ ✊🏾✊🏾✊🏾✊🏾💚💛❤️ https://t.co/pmTouGNc0K",positive
በኤርትራ ጉዳይ በጠበጣችሁኝ ብሎ እንደቀልድ ለ3 ወር ዩኒቨርስቲ የዘጋ መንግስት / አልጋወራሹ  ተማሪ አንድ አንድ እያለ እስኪጫረስ ነው'ንዴ የሚጠብቀው? ትምህርቱ ከደበራቸው እነሱም ይረፉ እስቲ,neutral
"""ህዝቡን ዲሞክራሲ እናለማምደው "" ከማለት ቅድሚያ መለማመድ አለባቸው፡፡ይህ ህዝብ ነው እነሱንም ነጻ ያወጣቸው""
፡
Jawar Mohammed via... LTV",neutral
"ቱ በሉ የመራራ ፓርቲ በከበቡሽ ካልተዋጠ! 
የመራራ ፓርቲ እንደ ""ልጥ"" መዋጡ ነው።
ያኔ ኧረ ጀዌ (ከበቡሽ) ፓርቲዬን ዋጠው ቢለን መስሚያዬ ... 
ወይኔ መራራ ስሜ መራራ",negative
@HanaMariyam1911 @Tseday @AbbaSheger ትንሽም ቢሆን ሃሳብን በነፃነት የመግለጽ መብት ሲከበር ማ ምን መሆኑን እያየን ነው። ስንቱ 'የነፃነት ታጋይ' ግማሽ እብድ፣ ግማሽ ዘረኛ እንደሆነ እየታዘብን ነው።,mixed
@Haileyabekele ምንድን ነው ግልፅ ያልሆነው? የብሄር መብትን በሩሲያ አብዬት ያነሳው ስታሊን ሁሉ ተነስቷል:: የመብት ጉዳይ ሳይሆን በወቅቱ ለአብዮቱ ድጋፍ የማግፕት ነበር:: በሗላ ራሱ እታሊን ገዳይ ሆነ::ግልፅ ነው ውይይቱ ጠያቂው ማድመጥ ቢቸግረውም አንዳንዴ::,neutral
@dahabesha እኮ እኔው... ኧረ ምን ቆርጦኝ ...ግን ለመቀየም በቂ ምክንያት አለኝ ብለህ ታምናለህ?,positive
ትግራይና ህወሓት ለያይቶ ማየቱ ይሻላል፡ ደሞ ይሄንን ጉዳይ ክልሉን ለማጥቃት ነው። መስማማት እንዳለ ሆኖ አለመስማማት should be acceptable. ሌላው ቀጣዩ ምርጫ ሚፈታው ጉዳይ ነው፡ ክልሉን ለመጉዳትና ህዝቡን ለማሳቀቅ የሚደረግ ስራ ግን መቆም አለበት https://t.co/XqC0IvtMeh,positive
@heyab_ ይቅርታ መቀሌ ያለክ መስሎኝ ነው😊,neutral
@awushwish አንተን እስከ ቤተሰቦችሁ ወደቃሌቲ ማረሚያ ቤት ያስገባህ👎👎👎👎,negative
@thee_D0LL በጎች በሚዘረፉበት አገር? አንፎጋገር,negative
እኔ አገሬ ሰው ነው  @Tsedi_music,mixed
"መረጃ ለመንጋው
የመጀመሪያውን የሻሪያ ፍርድ ቤት በአዋጅ ያቋቋሙት ቀዳማዊ ኃይለ ሥላሴ ናቸው"" መረጃውን ጉልጉሎ ያወጣል አቻም ነው.",neutral
@woldeyes_t @Abraha_Desta1 ከምርጫ በፊት ልክ ነው የማይታሰብ ነው።እንበልና የነጃዎር ፖርቲ መንግስት ለመመስረት ወንበሮች ካጠሩት እንደአሁኑ ተንከትክቶ ከሳቀ እናየለን።,neutral
አይ ሳሙኤል በቃ የምትበላውን መፖሰት አስተማርክብን ጠርገው የሚበሉት መጡ https://t.co/IIvyHTzxB6,negative
"ይህ ሁሉ ለማያውቁ ሰወች እስልምና ይመስላቸዋል በጭራሽ የለውም።
ይህ ሰይጣናዊ ዛር አለያም እንደ አዩ ጭፋ አታላይ ነው። https://t.co/YafIQMInr8",negative
"""እኔ ወደ ሶሻል ሚዲያም ሆነ ሚዲያ ተቻኩዬ የምወጣ የምናገር ሰው አይደለሁም :: ለገና በአል መልእክት ሳስተላልፍ ሙስሊሞቹ ያንተን መግለጫ ይጠብቃሉ ተብዬ ተገፋፍቼ ነው መግለጫ የሰጠሁት ""
አቶ ተመስገን ጥሩነህ በአፋር ከተናገሩት",mixed
ሰላምና ፍትህ እንኳን ለሀገር ልማት ለግለሰብም ወሳኝ ነው።መንግሥት ለዲሞክራስ መሠረት የሆኑትንና ዲሞክራሲን ወልደውና ደግፉው በሕይወታቸው ያመጡትን የያዙትን ያቀኑትን የትግራ፣የኦሮሞና የሲዳማ ህዝብ በተክንክ በታትክ ጠርንፎ ልማት ከንቱ ነው።,positive
BBC News አማርኛ - በጠገዴ ከታዳጊዎቹ ግድያ ጋር በተያያዘ የተጠረጠሩ ተይዘዋል፤ ክትትሉ ቀጥሏል- የወረዳው ፖሊስ https://t.co/9moArqzpQo,neutral
NIGGA የወቅታዊ ደረጃ ASSHOLE ደረጃ እርምጃ SISTER አንድ ዶሎፊን ባልተለመደ ቋንቋ እንዲጽፉ የሚያደርግልዎትን ቪዲዮ አይወርዱ (ሃጎስ ዮጋ) ለትርጉም የማይሰጥ,mixed
"ኮምቦልቻ

የሞጣ ሙስሊሞችን ጉዳይ አስመልክቶ በኮምቦልቻ ታላቅ ሰላማዊ ሰልፍ እየተካሔደ ይገኛል። https://t.co/Fwyl8WxfUp",neutral
ዛሬ አርማጭሆ ህፃን የታገተባቸው ቤተሰቦች እንደነገሩኝ ከሆነ ከለሊት ጀምረው ለመንግስት ስልክ ቢደውሉም እስካሁን አንድም የመንግስት የፀጥታ አካል አልደረሰላቸውም።,neutral
ያልተረጋጋች ሀገር ምርጫ አያስፈልጋትም,negative
እግዚአብሔር ኢትዬጵያንና ህዝቦቿን ይባርክ/ከጠባቦችና ከአክራሪዎች/,mixed
ይሄ የምታዩት ተራራና ሸለቆ በሙሉ እርሻቸው ነው፡፡ እህል ተሰብስቦ ጎተራ በገባበትና መሬቱ ረፍት ላይ በነበረበት ወቅት ነበር የሄድኩት…የአካባቢው ሰው በመንገድ ሲያልፍ ነዋሪውን ሰላም የሚለው እንዲህ ልክ እንደ አጎቴ ድምፃቸውን ከፍ አርገው ነው,neutral
አሜን፣ በረከታቸው ይድረሰን። https://t.co/68FWYu0Uf3,positive
ኑ እኛ ሰፈር እና እቺን አስገራሚ መኪና ወ ቤት ላሳያችሁ https://t.co/Zg0OBjcizN,neutral
@GTWTW_Now @YaredALegesse ይሁን ከተባለማ የብሄር ፌደራሊዝምን ማጥፋት ነው። ያሬድ ያለው ነገር አሁን ያለውን ህገ መንግስት በማክበር ረገድ የአማራን ክልል የሚያክል የለም ለማለት ነው። ሁሉም ግን ዘነዘናውን የዞ የሚነሳው በአማራው ላይ ነው።,neutral
"@_wurye @tweetofmicky ውይ በፈጣሪ🙆
የእለቱም ትዝ ካለሽ በቂ ነው እኔ ልደት ምናምን ላይ ብዙም አይደለሁም ኧረ",mixed
@eskinder_nega እንኳን አደረሰህ ከነመላው ቤተሰብህ እሴኬው ውድ የኢትዬጲያ ልጅ!!,neutral
"@kibru_yisfa አሁን ያሉትም ያው ናቸው ባክህ! ምን ተቀየረ፥ መሪው ያለውን አሜን እያለ የሚቀጥል ካድሬ ነው። መሪው ደግሞ ""ከእኔ በላይ አዋቂ"" የሚል ቱልቱላ ነው :)",negative
"@fairytale0716 @addisact ""ወይኔ ቁርጭምጭሚቱ ሲያምር በጌታ"" የምትል ልብ አድርቅ ትጥፋ?!",neutral
"""በምን ይገለፃል የትውልዴ አበሳ 
ከመንበርከክ ብዛት መራመድ የረሳ 
ያልፋል ተለጉሞ 
ያልፋል ተከርችሞ 
የጉልበቱን ኮቴ ምድር ላይ አትሞ""
                              
~  በ.ሥ",neutral
"@nafkotaschenaki ባክሽ ፒፕሉ ሲያሽቋልጥ ነው ባለፈውሳምንት ፍትህ ለቀይ ቀለም እሲኪያስብል ቀይ ለብሶ ህዝቤ ሶሻል ሚዲያውን አጨናነቀው 
ደሞ አሁን ይሄ
ምነው ሸዋ",negative
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ነው፤ ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር እስከ ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ነው፤ ፍትህ ለስዳማ ምሁራን 5 ወር ሙሉ ያለጥፋታቸው ለታሰሩት !!!!!,negative
"ደደቡ እና አረፋው የኢትዮጵያው ጠ/ሚ አብዪ ከኤርትራው ኣያቶላህ ኢሰያስ የወሰደው ምክር consulation እየተጋለጠ ነው 
ጀዝባና አረፋ አብዪ የአለም ማ/ሰብን ያታለለ መስሎታል🤣😂 https://t.co/QtZXeiDOWd",negative
